satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department_RandD,Department_accounting,Department_hr,Department_management,Department_marketing,Department_product_mng,Department_sales,Department_support,Department_technical,salary_low,salary_medium,satisfaction_level_sq,avg_hours_x_salary_low,avg_hours_x_salary_medium,time_spend_x_salary_low,time_spend_x_salary_medium,num_project_x_salary_low,num_project_x_salary_medium
0.09,0.87,7,305,4,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.0081,0,305,0,4,0,7
0.4,0.56,2,130,3,1,1,0,False,False,False,False,False,False,True,False,False,False,True,0.16000000000000003,0,130,0,3,0,2
0.17,0.55,6,250,5,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.028900000000000006,0,250,0,5,0,6
0.82,0.82,5,220,6,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.6723999999999999,0,220,0,6,0,5
0.9,0.83,4,266,5,0,1,0,False,False,False,False,False,False,True,False,False,False,False,0.81,0,0,0,0,0,0
0.83,0.92,4,255,5,0,1,0,False,True,False,False,False,False,False,False,False,True,False,0.6889,255,0,5,0,4,0
0.44,0.5,2,154,3,0,1,0,False,True,False,False,False,False,False,False,False,False,True,0.1936,0,154,0,3,0,2
0.5,0.85,4,138,3,0,1,0,False,True,False,False,False,False,False,False,False,False,True,0.25,0,138,0,3,0,4
0.14,0.61,6,291,5,0,1,0,False,False,True,False,False,False,False,False,False,False,True,0.019600000000000003,0,291,0,5,0,6
0.77,0.82,4,217,5,0,1,0,False,False,True,False,False,False,False,False,False,False,True,0.5929,0,217,0,5,0,4
0.09,0.83,6,286,4,0,1,0,False,False,True,False,False,False,False,False,False,True,False,0.0081,286,0,4,0,6,0
0.11,0.88,6,290,4,0,1,0,False,False,True,False,False,False,False,False,False,True,False,0.0121,290,0,4,0,6,0
0.44,0.57,2,148,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.1936,148,0,3,0,2,0
0.43,0.52,2,146,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.18489999999999998,146,0,3,0,2,0
0.12,0.8,5,136,2,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.0144,136,0,2,0,5,0
0.1,0.86,7,261,5,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.010000000000000002,261,0,5,0,7,0
0.1,0.96,6,274,4,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.010000000000000002,274,0,4,0,6,0
0.4,0.48,2,132,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.16000000000000003,132,0,3,0,2,0
0.41,0.47,2,145,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.16809999999999997,145,0,3,0,2,0
0.37,0.48,2,153,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.1369,153,0,3,0,2,0
0.4,0.48,2,139,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.16000000000000003,139,0,3,0,2,0
0.74,0.96,4,231,5,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.5476,231,0,5,0,4,0
0.39,0.48,2,154,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.1521,154,0,3,0,2,0
0.11,0.9,5,307,4,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.0121,307,0,4,0,5,0
0.36,0.51,2,129,3,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.1296,129,0,3,0,2,0
0.8,0.83,5,275,5,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.6400000000000001,275,0,5,0,5,0
0.6,0.85,3,250,2,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.36,250,0,2,0,3,0
0.36,0.54,2,158,3,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.1296,158,0,3,0,2,0
0.1,0.96,6,310,5,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.010000000000000002,310,0,5,0,6,0
0.65,0.86,2,181,2,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.42250000000000004,181,0,2,0,2,0
0.49,0.73,4,244,3,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.24009999999999998,244,0,3,0,4,0
0.73,0.96,5,256,6,1,1,0,False,False,False,False,False,False,False,True,False,False,True,0.5328999999999999,0,256,0,6,0,5
0.11,0.8,6,259,5,0,1,0,False,False,False,False,False,False,False,True,False,False,True,0.0121,0,259,0,5,0,6
0.73,0.91,4,247,5,0,1,0,False,False,False,False,False,False,False,True,False,False,True,0.5328999999999999,0,247,0,5,0,4
0.43,0.46,2,129,3,0,1,0,False,False,False,False,False,False,False,False,True,False,True,0.18489999999999998,0,129,0,3,0,2
0.73,0.93,5,229,5,0,1,0,False,False,False,False,False,False,False,False,True,False,True,0.5328999999999999,0,229,0,5,0,5
0.76,0.85,5,236,6,0,1,0,False,False,False,False,False,False,False,False,True,False,True,0.5776,0,236,0,6,0,5
0.09,0.96,6,281,4,0,1,0,False,False,False,True,False,False,False,False,False,False,True,0.0081,0,281,0,4,0,6
0.9,0.81,5,264,5,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.81,0,264,0,5,0,5
0.1,0.81,6,308,4,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.010000000000000002,0,308,0,4,0,6
0.43,0.48,2,147,3,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.18489999999999998,0,147,0,3,0,2
0.41,0.55,2,159,3,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.16809999999999997,0,159,0,3,0,2
0.41,0.57,2,154,3,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.16809999999999997,0,154,0,3,0,2
0.1,0.87,6,307,4,0,1,0,False,False,False,False,False,True,False,False,False,False,False,0.010000000000000002,0,0,0,0,0,0
0.4,0.46,2,132,3,0,1,0,False,False,False,False,False,True,False,False,False,True,False,0.16000000000000003,132,0,3,0,2,0
0.4,0.53,2,152,3,0,1,0,False,False,False,False,False,True,False,False,False,False,True,0.16000000000000003,0,152,0,3,0,2
0.36,0.48,5,310,3,0,1,0,False,False,False,False,False,True,False,False,False,False,True,0.1296,0,310,0,3,0,5
0.83,0.95,5,230,5,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.6889,0,230,0,5,0,5
0.83,0.94,5,273,5,0,1,0,True,False,False,False,False,False,False,False,False,False,True,0.6889,0,273,0,5,0,5
0.41,0.51,2,144,3,0,1,0,True,False,False,False,False,False,False,False,False,True,False,0.16809999999999997,144,0,3,0,2,0
0.11,0.93,7,296,4,0,1,0,True,False,False,False,False,False,False,False,False,True,False,0.0121,296,0,4,0,7,0
0.68,0.62,5,198,5,1,1,0,True,False,False,False,False,False,False,False,False,True,False,0.4624000000000001,198,0,5,0,5,0
0.43,0.53,2,157,3,0,1,0,True,False,False,False,False,False,False,False,False,True,False,0.18489999999999998,157,0,3,0,2,0
0.44,0.51,2,145,3,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.1936,145,0,3,0,2,0
0.87,0.94,5,219,5,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.7569,219,0,5,0,5,0
0.43,0.54,2,153,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.18489999999999998,153,0,3,0,2,0
0.89,0.48,3,178,5,0,1,0,False,True,False,False,False,False,False,False,False,True,False,0.7921,178,0,5,0,3,0
0.83,0.88,5,239,5,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.6889,239,0,5,0,5,0
0.11,0.87,6,278,5,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.0121,278,0,5,0,6,0
0.85,1.0,6,260,3,1,1,0,False,False,False,True,False,False,False,False,False,True,False,0.7224999999999999,260,0,3,0,6,0
0.89,0.97,4,264,5,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.7921,264,0,5,0,4,0
0.09,0.92,7,301,4,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.0081,301,0,4,0,7,0
0.43,0.55,4,134,3,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.18489999999999998,134,0,3,0,4,0
0.42,0.46,2,147,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.17639999999999997,147,0,3,0,2,0
0.43,0.54,2,130,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.18489999999999998,130,0,3,0,2,0
0.1,0.93,6,307,4,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.010000000000000002,307,0,4,0,6,0
0.37,0.46,2,156,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.1369,156,0,3,0,2,0
0.76,0.98,4,237,5,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.5776,237,0,5,0,4,0
0.88,0.89,4,254,5,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.7744,254,0,5,0,4,0
0.39,0.48,2,151,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.1521,151,0,3,0,2,0
0.45,0.54,2,131,3,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.2025,0,131,0,3,0,2
0.91,0.95,5,241,5,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.8281000000000001,0,241,0,5,0,5
0.86,0.85,5,267,5,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.7395999999999999,0,267,0,5,0,5
0.39,0.53,2,153,3,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.1521,0,153,0,3,0,2
0.89,1.0,4,217,5,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.7921,0,217,0,5,0,4
0.11,0.86,6,254,4,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.0121,0,254,0,4,0,6
0.1,0.87,6,265,5,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.010000000000000002,0,265,0,5,0,6
0.38,0.57,2,146,3,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.1444,0,146,0,3,0,2
0.4,0.54,2,156,3,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.16000000000000003,0,156,0,3,0,2
0.86,0.97,5,269,5,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.7395999999999999,0,269,0,5,0,5
0.1,0.86,6,288,4,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.010000000000000002,0,288,0,4,0,6
0.1,0.85,6,283,4,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.010000000000000002,0,283,0,4,0,6
0.42,0.5,2,128,3,0,1,0,False,True,False,False,False,False,False,False,False,False,False,0.17639999999999997,0,0,0,0,0,0
0.36,0.46,2,130,3,0,1,0,False,True,False,False,False,False,False,False,False,True,False,0.1296,130,0,3,0,2,0
0.39,0.48,2,127,3,0,1,0,False,True,False,False,False,False,False,False,False,False,True,0.1521,0,127,0,3,0,2
0.43,0.47,2,137,3,0,1,0,False,False,True,False,False,False,False,False,False,False,True,0.18489999999999998,0,137,0,3,0,2
0.36,0.49,2,133,3,0,1,0,False,False,True,False,False,False,False,False,False,False,True,0.1296,0,133,0,3,0,2
0.09,0.91,6,275,4,0,1,0,False,False,True,False,False,False,False,False,False,False,True,0.0081,0,275,0,4,0,6
0.42,0.55,2,146,3,0,1,0,False,False,True,False,False,False,False,False,False,True,False,0.17639999999999997,146,0,3,0,2,0
0.42,0.46,2,135,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.17639999999999997,135,0,3,0,2,0
0.91,0.89,5,217,5,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.8281000000000001,217,0,5,0,5,0
0.41,0.56,2,154,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.16809999999999997,154,0,3,0,2,0
0.11,0.78,6,247,4,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.0121,247,0,4,0,6,0
0.09,0.83,6,295,5,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.0081,295,0,5,0,6,0
0.83,1.0,5,224,5,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.6889,224,0,5,0,5,0
0.11,0.78,6,281,4,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.0121,281,0,4,0,6,0
0.1,0.93,7,258,4,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.010000000000000002,258,0,4,0,7,0
0.42,0.55,2,150,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.17639999999999997,150,0,3,0,2,0
0.1,0.97,7,282,4,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.010000000000000002,282,0,4,0,7,0
0.38,0.51,2,138,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.1444,138,0,3,0,2,0
0.77,0.98,4,238,6,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.5929,238,0,6,0,4,0
0.11,0.85,7,244,4,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.0121,244,0,4,0,7,0
0.87,0.97,5,250,6,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.7569,250,0,6,0,5,0
0.1,0.88,7,282,4,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.010000000000000002,282,0,4,0,7,0
0.1,0.89,7,253,4,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.010000000000000002,253,0,4,0,7,0
0.09,0.9,6,256,4,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.0081,256,0,4,0,6,0
0.84,0.85,5,260,5,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.7055999999999999,260,0,5,0,5,0
0.11,0.86,6,245,4,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.0121,245,0,4,0,6,0
0.81,0.97,5,230,5,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.6561000000000001,230,0,5,0,5,0
0.77,0.85,5,276,5,0,1,0,False,False,False,False,False,False,False,True,False,False,True,0.5929,0,276,0,5,0,5
0.42,0.47,2,137,3,0,1,0,False,False,False,False,False,False,False,True,False,False,True,0.17639999999999997,0,137,0,3,0,2
0.36,0.56,2,140,3,0,1,0,False,False,False,False,False,False,False,False,True,False,True,0.1296,0,140,0,3,0,2
0.81,0.83,5,269,6,0,1,0,False,False,False,False,False,False,False,False,True,False,True,0.6561000000000001,0,269,0,6,0,5
0.37,0.46,2,130,3,1,1,0,False,False,False,False,False,False,False,False,True,False,True,0.1369,0,130,0,3,0,2
0.1,0.96,6,264,4,0,1,0,False,False,False,True,False,False,False,False,False,False,True,0.010000000000000002,0,264,0,4,0,6
0.14,0.55,6,175,5,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.019600000000000003,0,175,0,5,0,6
0.41,0.51,2,159,3,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.16809999999999997,0,159,0,3,0,2
0.44,0.55,2,128,3,0,1,1,False,False,False,False,False,False,False,False,False,False,True,0.1936,0,128,0,3,0,2
0.82,0.94,5,232,5,1,1,0,False,False,False,False,False,False,False,False,False,False,True,0.6723999999999999,0,232,0,5,0,5
0.67,0.54,3,166,5,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.4489000000000001,0,166,0,5,0,3
0.44,0.57,2,141,3,0,1,0,False,False,False,False,False,True,False,False,False,False,True,0.1936,0,141,0,3,0,2
0.42,0.54,2,143,3,0,1,0,False,False,False,False,False,True,False,False,False,False,False,0.17639999999999997,0,0,0,0,0,0
0.84,0.83,4,239,5,0,1,0,False,False,False,False,False,True,False,False,False,True,False,0.7055999999999999,239,0,5,0,4,0
0.86,1.0,4,232,5,0,1,0,False,False,False,False,False,True,False,False,False,False,True,0.7395999999999999,0,232,0,5,0,4
0.56,0.86,5,252,2,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.31360000000000005,0,252,0,2,0,5
0.09,0.93,6,255,4,0,1,0,True,False,False,False,False,False,False,False,False,False,True,0.0081,0,255,0,4,0,6
0.1,0.81,7,270,4,0,1,0,True,False,False,False,False,False,False,False,False,False,True,0.010000000000000002,0,270,0,4,0,7
0.39,0.54,2,149,3,0,1,0,True,False,False,False,False,False,False,False,False,True,False,0.1521,149,0,3,0,2,0
0.75,0.89,5,276,5,0,1,0,True,False,False,False,False,False,False,False,False,True,False,0.5625,276,0,5,0,5,0
0.43,0.55,2,159,3,0,1,0,True,False,False,False,False,False,False,False,False,True,False,0.18489999999999998,159,0,3,0,2,0
0.09,0.96,7,274,5,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.0081,274,0,5,0,7,0
0.83,0.94,4,264,5,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.6889,264,0,5,0,4,0
0.59,1.0,3,156,4,0,1,0,False,True,False,False,False,False,False,False,False,True,False,0.34809999999999997,156,0,4,0,3,0
0.44,0.54,2,135,3,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.1936,135,0,3,0,2,0
0.38,0.49,2,128,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.1444,128,0,3,0,2,0
0.76,0.98,5,242,5,0,1,0,False,False,False,True,False,False,False,False,False,True,False,0.5776,242,0,5,0,5,0
0.22,0.86,4,293,3,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.0484,293,0,3,0,4,0
0.4,0.46,2,141,3,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.16000000000000003,141,0,3,0,2,0
0.41,0.48,2,155,3,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.16809999999999997,155,0,3,0,2,0
0.38,0.51,2,141,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.1444,141,0,3,0,2,0
0.45,0.68,4,212,4,1,1,0,False,False,False,False,False,False,True,False,False,True,False,0.2025,212,0,4,0,4,0
0.39,0.56,2,160,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.1521,160,0,3,0,2,0
0.45,0.47,2,150,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.2025,150,0,3,0,2,0
0.42,0.53,2,132,3,1,1,0,False,False,False,False,False,False,True,False,False,True,False,0.17639999999999997,132,0,3,0,2,0
0.1,0.87,6,248,4,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.010000000000000002,248,0,4,0,6,0
0.78,0.96,5,272,5,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.6084,272,0,5,0,5,0
0.39,0.56,2,160,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.1521,160,0,3,0,2,0
0.1,0.87,7,299,4,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.010000000000000002,299,0,4,0,7,0
0.1,0.8,6,292,4,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.010000000000000002,0,292,0,4,0,6
0.43,0.46,2,126,3,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.18489999999999998,0,126,0,3,0,2
0.38,0.45,2,132,3,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.1444,0,132,0,3,0,2
0.09,0.77,6,282,5,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.0081,0,282,0,5,0,6
0.39,0.53,2,141,3,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.1521,0,141,0,3,0,2
0.73,0.99,6,206,5,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.5328999999999999,0,206,0,5,0,6
0.38,0.49,2,140,3,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.1444,0,140,0,3,0,2
0.1,0.91,6,255,4,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.010000000000000002,0,255,0,4,0,6
0.41,0.54,2,133,3,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.16809999999999997,0,133,0,3,0,2
0.43,0.51,2,131,3,0,1,0,False,False,False,False,False,False,True,False,False,False,True,0.18489999999999998,0,131,0,3,0,2
0.79,0.96,4,257,5,0,1,0,False,True,False,False,False,False,False,False,False,False,True,0.6241000000000001,0,257,0,5,0,4
0.1,0.81,6,269,4,0,1,0,False,True,False,False,False,False,False,False,False,False,True,0.010000000000000002,0,269,0,4,0,6
0.11,0.97,6,254,4,0,1,0,False,True,False,False,False,False,False,False,False,False,False,0.0121,0,0,0,0,0,0
0.42,0.5,2,143,3,0,1,0,False,False,True,False,False,False,False,False,False,True,False,0.17639999999999997,143,0,3,0,2,0
0.36,0.51,2,157,3,0,1,0,False,False,True,False,False,False,False,False,False,False,True,0.1296,0,157,0,3,0,2
0.63,0.93,5,163,3,0,1,0,False,False,True,False,False,False,False,False,False,False,True,0.39690000000000003,0,163,0,3,0,5
0.41,0.56,2,133,3,0,1,0,False,False,True,False,False,False,False,False,False,False,True,0.16809999999999997,0,133,0,3,0,2
0.36,0.46,2,157,3,0,1,0,False,False,False,False,False,False,False,False,True,False,True,0.1296,0,157,0,3,0,2
0.1,0.9,6,301,5,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.010000000000000002,301,0,5,0,6,0
0.11,0.96,6,310,4,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.0121,310,0,4,0,6,0
0.44,0.54,2,133,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.1936,133,0,3,0,2,0
0.77,0.96,5,249,6,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.5929,249,0,6,0,5,0
0.91,1.0,4,251,6,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.8281000000000001,251,0,6,0,4,0
0.26,0.46,2,242,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.06760000000000001,242,0,3,0,2,0
0.81,0.93,5,265,6,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.6561000000000001,265,0,6,0,5,0
0.11,0.87,6,280,4,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.0121,280,0,4,0,6,0
0.92,0.89,4,241,5,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.8464,241,0,5,0,4,0
0.1,0.86,5,253,4,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.010000000000000002,253,0,4,0,5,0
0.45,0.51,2,137,3,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.2025,137,0,3,0,2,0
0.11,0.94,6,266,4,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.0121,266,0,4,0,6,0
0.23,0.7,5,168,4,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.0529,168,0,4,0,5,0
0.86,0.95,4,270,5,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.7395999999999999,270,0,5,0,4,0
0.44,0.55,2,141,3,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.1936,141,0,3,0,2,0
0.41,0.56,2,133,3,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.16809999999999997,133,0,3,0,2,0
0.84,0.97,5,256,5,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.7055999999999999,256,0,5,0,5,0
0.42,0.52,2,160,3,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.17639999999999997,160,0,3,0,2,0
0.11,0.88,7,275,4,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.0121,275,0,4,0,7,0
0.38,0.46,2,160,3,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.1444,160,0,3,0,2,0
0.11,0.96,7,244,4,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.0121,244,0,4,0,7,0
0.1,0.83,6,271,4,0,1,0,False,False,False,False,False,False,False,False,True,False,True,0.010000000000000002,0,271,0,4,0,6
0.86,0.88,5,268,5,0,1,0,False,False,False,False,False,False,False,False,True,False,True,0.7395999999999999,0,268,0,5,0,5
0.91,1.0,4,253,5,1,1,0,False,False,False,False,False,False,False,False,True,False,True,0.8281000000000001,0,253,0,5,0,4
0.37,0.53,2,140,3,0,1,0,False,False,False,True,False,False,False,False,False,False,True,0.1369,0,140,0,3,0,2
0.46,0.5,2,146,3,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.2116,0,146,0,3,0,2
0.1,0.89,6,259,5,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.010000000000000002,0,259,0,5,0,6
0.37,0.46,2,127,3,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.1369,0,127,0,3,0,2
0.4,0.48,2,161,3,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.16000000000000003,0,161,0,3,0,2
0.09,0.78,6,260,4,0,1,0,False,False,False,False,False,False,False,False,False,False,True,0.0081,0,260,0,4,0,6
0.11,0.89,6,272,4,0,1,0,False,False,False,False,False,True,False,False,False,False,True,0.0121,0,272,0,4,0,6
0.39,0.48,2,159,3,0,1,0,False,False,False,False,False,True,False,False,False,False,True,0.1521,0,159,0,3,0,2
0.89,0.96,4,219,6,0,1,0,False,False,False,False,False,True,False,False,False,False,True,0.7921,0,219,0,6,0,4
0.09,0.91,6,243,4,0,1,0,False,False,False,False,False,True,False,False,False,False,False,0.0081,0,0,0,0,0,0
0.88,0.97,4,255,5,1,1,0,False,False,False,False,False,False,False,False,False,True,False,0.7744,255,0,5,0,4,0
0.11,0.9,7,245,4,0,1,0,True,False,False,False,False,False,False,False,False,False,True,0.0121,0,245,0,4,0,7
0.1,0.95,6,264,5,0,1,0,True,False,False,False,False,False,False,False,False,False,True,0.010000000000000002,0,264,0,5,0,6
0.91,1.0,4,245,6,0,1,0,True,False,False,False,False,False,False,False,False,False,True,0.8281000000000001,0,245,0,6,0,4
0.44,0.52,2,137,3,0,1,0,True,False,False,False,False,False,False,False,False,False,True,0.1936,0,137,0,3,0,2
0.63,0.76,2,157,4,0,1,0,True,False,False,False,False,False,False,False,False,True,False,0.39690000000000003,157,0,4,0,2,0
0.1,0.87,7,247,4,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.010000000000000002,247,0,4,0,7,0
0.36,0.51,2,144,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.1296,144,0,3,0,2,0
0.45,0.51,2,149,3,0,1,0,False,True,False,False,False,False,False,False,False,True,False,0.2025,149,0,3,0,2,0
0.73,1.0,5,253,6,0,1,0,False,False,False,False,False,False,False,True,False,True,False,0.5328999999999999,253,0,6,0,5,0
0.37,0.55,2,140,3,0,1,0,False,False,False,False,False,False,False,False,True,True,False,0.1369,140,0,3,0,2,0
0.09,0.85,7,307,4,0,1,0,False,False,False,True,False,False,False,False,False,True,False,0.0081,307,0,4,0,7,0
0.41,0.71,3,205,4,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.16809999999999997,205,0,4,0,3,0
0.72,1.0,5,234,5,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.5184,234,0,5,0,5,0
0.36,0.54,2,127,3,0,1,0,False,False,False,False,True,False,False,False,False,True,False,0.1296,127,0,3,0,2,0
0.9,1.0,4,229,5,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.81,229,0,5,0,4,0
0.44,0.56,2,141,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.1936,141,0,3,0,2,0
0.78,0.95,4,260,5,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.6084,260,0,5,0,4,0
0.37,0.52,2,141,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.1369,141,0,3,0,2,0
0.4,0.47,2,144,3,1,1,0,False,False,False,False,False,False,True,False,False,True,False,0.16000000000000003,144,0,3,0,2,0
0.84,1.0,5,250,5,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.7055999999999999,250,0,5,0,5,0
0.09,0.86,6,245,4,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.0081,245,0,4,0,6,0
0.83,0.93,4,269,5,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.6889,269,0,5,0,4,0
0.11,0.87,6,273,4,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.0121,273,0,4,0,6,0
0.37,0.5,2,142,3,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.1369,142,0,3,0,2,0
0.09,0.93,6,273,5,0,1,0,False,False,False,False,False,False,True,False,False,True,False,0.0081,273,0,5,0,6,0
